Mã_tin,Tiêu_đề,Đường,Quận,Thành_phố,Diện_tích,Giá,Pháp_lý,Số_phòng_ngủ,Số_phòng_toilet,Ngày_đăng,Mô_tả,chi_tiet_link
119851,"Bán nhà Huỳnh Thị Hai 110m2 (6x17), xe hơi Thông, 3 PN, Tân Chánh Hiệp, Q12, 3.650 Tỷ.",Huỳnh Thị Hai,Quận 12,Hồ Chí Minh,110 m²,4 tỷ 650 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,20/09/2024,"SIÊU PHẨM NHÀ ĐẸP 110 m2, HẺM XE HƠI THÔNG , TCH, Q12, NHỈNH 4 TỶ.",https://batdongsan.vn/ban-nha-huynh-thi-hai-110m2-6x17-xe-hoi-thong-3-pn-tan-chanh-hiep-q12-3650-ty-r119851
119847,"+ QUẬN 5-Bán Nhà MT Phố Trần Hưng Đạo 4Tầng Ngang Hiếm 8m,HĐT 115tr/Th",Trần Hưng Đạo,Quận 5,Hồ Chí Minh,160 m²,95 tỷ,Sổ đỏ/ Sổ hồng,8 phòng,8 phòng,20/09/2024,- Cần Bán Mặt Tiền Đường 2 Chiều Trần Hưng Đạo P1 Quận 5,https://batdongsan.vn/quan-5-ban-nha-mt-pho-tran-hung-dao-4tang-ngang-hiem-8mhdt-115trth-r119847
119853,"-DT:90M2-GIÁ 7,7TY-MẶT TIỀN 4,5M-3TANG-OTO-ĐỖ CỬA- LÔ GÓC-THOÁNG VĨNH VIỄN- TIỆN ÍCH-KHÔNG THIẾU",Hoàng Đạo Thành,Thanh Xuân,Hà Nội,95 m²,7 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,20/09/2024,"-DT:90M2-GIÁ 7,7TY-MẶT TIỀN 4,5M-3TANG-OTO-ĐỖ CỬA- LÔ GÓC-THOÁNG VĨNH VIỄN- TIỆN ÍCH-KHÔNG THIẾU GÌ-BÁN KÍNH 100M- HOÀNG ĐẠO THÀNH -QUẬN THANH XUÂN",https://batdongsan.vn/dt90m2-gia-77ty-mat-tien-45m-3tang-oto-do-cua-lo-goc-thoang-vinh-vien-tien-ich-khong-thieu-r119853
119854,"BÁN NHÀ TRỆT 2 LẦU (4.5x12) HẺM VIP KHU PHÂN LÔ TRẦN THỊ NĂM (TCH10), Q12",Nguyễn Ảnh Thủ,Quận 12,Hồ Chí Minh,55 m²,5 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,"BÁN NHÀ TRỆT 2 LẦU SÂN THƯƠNG (4.5x12) HẺM VIP KHU PHÂN LÔ ĐỒNG BỘ NHÀ GIÀU - TRẦN THỊ NĂM (TCH10), QUẬN 12",https://batdongsan.vn/ban-nha-tret-2-lau-45x12-hem-vip-khu-phan-lo-tran-thi-nam-tch10-q12-r119854
119857,"BÁN NHÀ TRỆT LẦU (12x13.5) HXH SÁT MẶT TIỀN NGUYỄN ẢNH THỦ, Q12 GIÁ 5.5T",Nguyễn Ảnh Thủ,Quận 12,Hồ Chí Minh,95 m²,5 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,20/09/2024,"BÁN NHÀ TRỆT LẦU (12x13.5) HẺM XE HƠI SÁT MẶT TIỀN NGUYỄN ẢNH THỦ, QUẬN 12 GIÁ RẺ 5.5 TỶ  Vị trí: mặt tiền hẻm xe hơi Nguyễn Ảnh Thủ, Quận 12",https://batdongsan.vn/ban-nha-tret-lau-12x135-hxh-sat-mat-tien-nguyen-anh-thu-q12-gia-55t-r119857
119858,"BÁN NHÀ MẶT PHỐ HÀ NỘI 8 TẦNG, THANG MÁY, Ô TÔ VÀO NHÀ, VỈA HÈ, DIỆN TÍCH 60M2 GIÁ 21 TỶ",Đỗ Đức Dục,Nam Từ Liêm,Hà Nội,60 m²,21 tỷ,Sổ đỏ/ Sổ hồng,12 phòng,12 phòng,20/09/2024,"BÁN NHÀ MẶT PHỐ HÀ NỘI 8 TẦNG, THANG MÁY, Ô TÔ VÀO NHÀ, VỈA HÈ, DIỆN TÍCH 60M2 GIÁ 21 TỶ",https://batdongsan.vn/ban-nha-mat-pho-ha-noi-8-tang-thang-may-o-to-vao-nha-via-he-dien-tich-60m2-gia-21-ty-r119858
119859,"BÁN NHÀ QUẬN 10 MỚI TINH - 38M2 - 2 TẦNG - HẺM XE HƠI, NGAY CHỢ HOA HỒ THỊ KỶ - GẦN MẶT TIỀN -",Hồ Thị Kỷ,Quận 10,Hồ Chí Minh,38 m²,7 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,20/09/2024,Mô tả:,https://batdongsan.vn/ban-nha-quan-10-moi-tinh-38m2-2-tang-hem-xe-hoi-ngay-cho-hoa-ho-thi-ky-gan-mat-tien-r119859
119861,"*QUẬN 1-Bán Nhà Mặt Tiền Khan Hiếm Bùi Thị Xuân P.Bến Thành, Quận 1",Bùi Thị Xuân,Quận 1,Hồ Chí Minh,170 m²,115 tỷ,Sổ đỏ/ Sổ hồng,15 phòng,15 phòng,20/09/2024,"**Vị Trí: Đoạn đẹp nhất Bùi Thị Xuân, P Bến Thành, Quận 1, TP.Hồ Chí Minh",https://batdongsan.vn/quan-1-ban-nha-mat-tien-khan-hiem-bui-thi-xuan-pben-thanh-quan-1-r119861
119862,BÁN NHÀ MẶT TIỀN HÁI RA TIỀN - TÒA VĂN PHÒNG THANG MÁY - GẦN NGÃ TƯ PHAN ĐĂNG LƯU - KINH DOANH,Nguyễn Hữu Thọ,Hải Châu,Đà Nẵng,125 m²,21 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,20/09/2024,"🌹 SIÊU PHẨM NGUYỄN HỮU THỌ, MẶT TIỀN KINH DOANH VĂN PHÒNG LÀM VIỆC HOẶC CHO THUÊ 🌹",https://batdongsan.vn/ban-nha-mat-tien-hai-ra-tien-toa-van-phong-thang-may-gan-nga-tu-phan-dang-luu-kinh-doanh-r119862
119863,♥️♥️♥️Bán Nhanh Nhà Phường 2 Quận 8 SHR 3 Tầng Ở Ngay Tiếp Khách Thiện Chí.♥️♥️♥️,BDS Quận 8 Ở+KD+CHO THUÊ hẻm xe hơi quay đầu thẳng thông mặt tiền,Quận 8,Hồ Chí Minh,88 m²,8 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,,20/09/2024,♥️♥️♥️Bán Nhanh Nhà Phường 2 Quận 8 SHR 3 Tầng Ở Ngay Tiếp Khách Thiện Chí.♥️♥️♥️,https://batdongsan.vn/ban-nhanh-nha-phuong-2-quan-8-shr-3-tang-o-ngay-tiep-khach-thien-chi-r119863
119866,Nhà Đẹp - Ô Tô - BX Yên Nghĩa 7P - Khẩu Hà Đông - 5 Tầng - 38m2*2.84 tỷ,6,Hà Đông,Hà Nội,38 m²,2 tỷ 840 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,20/09/2024,"- Thiết kế sang trọng, hiện đại, xây 5 tầng mới tinh:",https://batdongsan.vn/nha-dep-o-to-bx-yen-nghia-7p-khau-ha-dong-5-tang-38m2284-ty-r119866
119867,Nhà Đẹp - Ở Cực Sương - Ô Tô - Khẩu Hà Đông - 5 Tầng - 38m2*2.84 tỷ,6,Hà Đông,Hà Nội,38 m²,2 tỷ 840 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,20/09/2024,Nhà Đẹp - Ở Cực Sương - Ô Tô - BX Yên Nghĩa 7P - Khẩu Hà Đông - 5 Tầng - 38m2*2.84 tỷ,https://batdongsan.vn/nha-dep-o-cuc-suong-o-to-khau-ha-dong-5-tang-38m2284-ty-r119867
119868,VỪA HẠ GIÁ. Chuyển Nhượng Nhà 2 Tầng Kiệt Ô Tô Tránh Nhau – Thích Tịnh Khiết,Thích Tịnh Khiết,Huế,Thừa Thiên Huế,103 m²,2 tỷ 550 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,20/09/2024,🔑 VỪA HẠ GIÁ. Chuyển Nhượng Nhà 2 Tầng Kiệt Ô Tô Tránh Nhau – Thích Tịnh Khiết,https://batdongsan.vn/vua-ha-gia-chuyen-nhuong-nha-2-tang-kiet-o-to-tranh-nhau-thich-tinh-khiet-r119868
119869,"BÁN NHÀ ĐỨC GIANG, 32M, 5 TẦNG, 4.15 TỶ, NHÀ ĐẸP VỀ Ở NGAY",Đức Giang,Long Biên,Hà Nội,32 m²,4 tỷ 150 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,20/09/2024,"Giá tốt nhất trong khu vực. Gia đình em Phương chuyển sang nhà mới, thiện chí bán căn nhà phố Đức Giang.",https://batdongsan.vn/ban-nha-duc-giang-32m-5-tang-415-ty-nha-dep-ve-o-ngay-r119869
119870,"Nhà đẹp, ngay Thảo Cầm Viên, HXH Nguyễn Thị Minh Khai, 4 tầng, 10 tỷ, HĐT 25tr/th",Nguyễn Thị Minh Khai,Quận 1,Hồ Chí Minh,30 m²,10 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,20/09/2024,"Bán nhà hẻm xe hơi Quận 1, Nguyễn Thị Minh Khai, ngay Thảo Cầm Viên, vị trí rất đẹp, cách mặt tiền chỉ 30m, giao thông cực kỳ thuận tiện, ngay Hoàng Sa, không gian sống trong lành bậc nhất khu trung tâm.+ Nhà mới xây dựng, nội thất cao cấp, đầy đủ, có 3 phòng ngủ+ Kết cấu: 4 tầng, hoàn công đầy đủ+ Hợp đồng thuê 25 triệu/tháng.+ Giá: 10 tỷ, TL",https://batdongsan.vn/nha-dep-ngay-thao-cam-vien-hxh-nguyen-thi-minh-khai-4-tang-10-ty-hdt-25trth-r119870
119871,"Mặt phố Trần Đại Nghĩa, Hai Bà Trưng 70m², 6 tầng, giá 21 tỷ",Trần Đại Nghĩa,Hai Bà Trưng,Hà Nội,70 m²,21 tỷ,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,20/09/2024,"Mặt phố Trần Đại Nghĩa, Hai Bà Trưng 70m², 6 tầng, giá 21 tỷ",https://batdongsan.vn/mat-pho-tran-dai-nghia-hai-ba-trung-70m2-6-tang-gia-21-ty-r119871
119872,"CƠ HỘI CUỐI CÙNG: BÁN GẤP NHÀ 5 TẦNG, NGÕ 85 XUÂN THỦY, 64M2, GIÁ CỰC MỀM",Xuân Thủy,Cầu Giấy,Hà Nội,64 m²,8 tỷ 950 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,20/09/2024,"Nhanh tay sở hữu: Căn nhà đẹp, vị trí đắc địa, giá cả hấp dẫn.",https://batdongsan.vn/co-hoi-cuoi-cung-ban-gap-nha-5-tang-ngo-85-xuan-thuy-64m2-gia-cuc-mem-r119872
119874,"Bán mặt tiền Quận 1 Siêu Vip, 12x17m 200m2 5 tầng , ngay Bến Thành, chỉ 132  tỷ",Trần Hưng Đạo,Quận 1,Hồ Chí Minh,200 m²,132 tỷ,Sổ đỏ/ Sổ hồng,10 phòng,10 phòng,20/09/2024,"Bán mặt tiền Quận 1 siêu Vip, mặt tiền ngay Trần Hưng Đạo, kế bên Bến Thành, vị trí siêu đẹp, xem là mê.",https://batdongsan.vn/ban-mat-tien-quan-1-sieu-vip-12x17m-200m2-5-tang-ngay-ben-thanh-chi-132-ty-r119874
119875,"Khương Đình - Nhà đẹp 4 tầng, Ở ngay - Ô tô 5 tạ đỗ - Full nội thất - Nhỉnh 6 tỷ",Khương Đình,Thanh Xuân,Hà Nội,31 m²,6 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,"Khương Đình - Nhà đẹp 4 tầng, Ở ngay - Ô tô 5 tạ đỗ - Full nội thất - Nhỉnh 6 tỷ",https://batdongsan.vn/khuong-dinh-nha-dep-4-tang-o-ngay-o-to-5-ta-do-full-noi-that-nhinh-6-ty-r119875
119877,"Mua nhà tại Hà Nội chưa bao giờ dễ dàng, nhưng những cơ hội hiếm có tại Cầu Giấy này là lựa chọn",Hoàng Quốc Việt,Cầu Giấy,Hà Nội,36 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,20/09/2024,"Mua nhà tại Hà Nội chưa bao giờ dễ dàng, nhưng những cơ hội hiếm có tại Cầu Giấy này là lựa chọn không thể bỏ qua.",https://batdongsan.vn/mua-nha-tai-ha-noi-chua-bao-gio-de-dang-nhung-nhung-co-hoi-hiem-co-tai-cau-giay-nay-la-lua-chon-r119877
119878,"Bán căn nhà 3 lầu có sân thượng HXH đường 22 Linh Đông, Thủ Đức, giá còn 6.25tỷ.",22,Thủ Đức,Hồ Chí Minh,51 m²,6 tỷ 150 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,20/09/2024,"Chủ cần tiền Bán căn nhà 3 lầu có sân thượng HXH đường 22 Linh Đông, Thủ Đức, giá còn 6.25tỷ",https://batdongsan.vn/ban-can-nha-3-lau-co-san-thuong-hxh-duong-22-linh-dong-thu-duc-gia-con-625ty-r119878
119879,"HIẾM-Bán nhà mặt phố Đặng Trần Côn-Đốn Đa,DT 180m x MT 7m x10 Tầng-100 tỷ TL-KD VIP-dòng tiền cho",Đặng Trần Côn,Đống Đa,Hà Nội,180 m²,100 tỷ,Sổ đỏ/ Sổ hồng,10 phòng,10 phòng,20/09/2024,"HIẾM-Bán nhà mặt phố Đặng Trần Côn- Quốc Tử Giám,Đốn Đa,DT 180m x MT 7m x10 Tầng-100 tỷ TL-KD VIP-dòng tiền cho thuê 300tr/th",https://batdongsan.vn/hiem-ban-nha-mat-pho-dang-tran-con-don-dadt-180m-x-mt-7m-x10-tang-100-ty-tl-kd-vip-dong-tien-cho-r119879
119880,Bán Nhà Kiệt Ô Tô Hoàng Quốc Việt – Cách Aeon Mall Chỉ Vài Trăm Mét,Hoàng Quốc Việt,Huế,Thừa Thiên Huế,111 m²,3 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,20/09/2024,⭐️ Bán Nhà Kiệt Ô Tô Hoàng Quốc Việt – Cách Aeon Mall Chỉ Vài Trăm Mét,https://batdongsan.vn/ban-nha-kiet-o-to-hoang-quoc-viet-cach-aeon-mall-chi-vai-tram-met-r119880
119881,"Đất biệt thự Quận 2, ngay Trần Não, Góc, 12x16m, 33 tỷ, Ngay Công Viên",33,Quận 2,Hồ Chí Minh,162 m²,33 tỷ,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,20/09/2024,"Bán lô đất biệt thự Quận 2, Góc 2 mặt tiền đường, ngay Trần Não, An Khánh, vị trí đẹp, ở ngon+ Diện tích: 12x16m, Công nhận 161.7m2+ Khu vực được xây 4 tầng+ Giá: 33 tỷ, thương lượng+ Đối diện là công viên+ Không gian sống tuyệt vời+ Liên hệ: 0934.113.566 Hoàng Phương để sở hữu tài sản này+ Trân trọng",https://batdongsan.vn/dat-biet-thu-quan-2-ngay-tran-nao-goc-12x16m-33-ty-ngay-cong-vien-r119881
119882,Nhà đẹp Lạc Long Quân - Ngõ thông gần phố - 5 tầng - Nhỉnh 6 tỷ,15,Cầu Giấy,Hà Nội,31 m²,6 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,20/09/2024,Nhà đẹp Lạc Long Quân - Ngõ thông gần phố - 5 tầng - Nhỉnh 6 tỷ,https://batdongsan.vn/nha-dep-lac-long-quan-ngo-thong-gan-pho-5-tang-nhinh-6-ty-r119882
119885,"Bán nhà Mặt Tiền Quận 1, Đường Lớn, Kế Bến Thành, 9x19m, Giá 66 tỷ",Cô Giang,Quận 1,Hồ Chí Minh,162 m²,66 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,20/09/2024,"Bán nhà mặt tiền Cô Giang Quận 1, vị trí đẹp nhất, ngay dự án Grand Manhatan.",https://batdongsan.vn/ban-nha-mat-tien-quan-1-duong-lon-ke-ben-thanh-9x19m-gia-66-ty-r119885
119886,Bán nhà Hoàng Hoa Thám – 45m2 – lô góc 2 thoáng 50m ra phố nhỉnh 6 tỷ,Hoàng Hoa Thám,Ba Đình,Hà Nội,45 m²,6 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,20/09/2024,NHÀ ĐẸP FULL ĐỒ-TRUNG TÂM BA ĐÌNH-DÂN TRÍ CAO-CHỦ THIỆN CHÍ,https://batdongsan.vn/ban-nha-hoang-hoa-tham-45m2-lo-goc-2-thoang-50m-ra-pho-nhinh-6-ty-r119886
119890,"BÁN NHÀ GIẢI PHÓNG- HOÀNG MAI, 45 M2, MẶT TIỀN 4 M, GIÁ 6,95 TỶ.",Giải Phóng,Hoàng Mai,Hà Nội,45 m²,6 tỷ 950 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,EM MẶT PHỐ GIẢI PHÓNG- NHÀ DÂN XÂY - HAI THOÁNG - GIÁ ĐẦU TƯ - QH ỔN ĐỊNH.,https://batdongsan.vn/ban-nha-giai-phong-hoang-mai-45-m2-mat-tien-4-m-gia-695-ty-r119890
119891,BÁN NHÀ VÕ CHÍ CÔNG CẦU GIẤY - MỚI ĐẸP Ở LUÔN - GẦN PHỐ - Ô TÔ 10M - VÀI BƯỚC RA PHỐ NHỚN VÕ CHÍ,,Cầu Giấy,Hà Nội,39 m²,9 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,20/09/2024,BÁN NHÀ VÕ CHÍ CÔNG CẦU GIẤY - MỚI ĐẸP Ở LUÔN - GẦN PHỐ - Ô TÔ 10M - VÀI BƯỚC RA PHỐ NHỚN VÕ CHÍ CÔNG - NỘI THẤT XỊN,https://batdongsan.vn/ban-nha-vo-chi-cong-cau-giay-moi-dep-o-luon-gan-pho-o-to-10m-vai-buoc-ra-pho-nhon-vo-chi-r119891
119894,BÁN NHÀ KHƯƠNG TRUNG THANH XUÂN KINH DOANH ONLINE NGÕ NGẮN NỘI THẤT ĐẦY ĐỦ  30M GIÁ 1.9 TỶ,Khương Trung,Thanh Xuân,Hà Nội,30 m²,1 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,20/09/2024,TẬP THỂ TẦNG 1 - KINH DOANH  ONLINE - NGÕ NGẮN CÁCH PHỐ 20M - NỘI THẤT ĐẦY ĐỦ - CÁCH TRƯỜNG HỌC CÁC CẤP 100M - SỔ SANG TÊN PHÚT MỐT.,https://batdongsan.vn/ban-nha-khuong-trung-thanh-xuan-kinh-doanh-online-ngo-ngan-noi-that-day-du-30m-gia-19-ty-r119894
119895,Bán nhà  giá rẻ dưới 3 tỷ Phạm Thế Hiển Phường 5 Quận 8 23m2 2pn,Phạm Thế Hiển,Quận 8,Hồ Chí Minh,21 m²,2 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,20/09/2024,MÔ TẢ,https://batdongsan.vn/ban-nha-gia-re-duoi-3-ty-pham-the-hien-phuong-5-quan-8-23m2-2pn-r119895
119896,Bán nhà giá rẻ Quận 8 2pn 2 tầng  dưới 3 tỷ Tùng Thiên Vương  phường 13,Tùng Thiện Vương,Quận 8,Hồ Chí Minh,21 m²,3 tỷ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,20/09/2024,Bán nhà giá rẻ Quận 8 2pn 2 tầng dưới 3 tỷ Tùng Thiên Vương phường 13,https://batdongsan.vn/ban-nha-gia-re-quan-8-2pn-2-tang-duoi-3-ty-tung-thien-vuong-phuong-13-r119896
119898,"HÀNG HIẾM - BẤT ĐỘNG SẢN SIÊU HOT TẠI  MINH KHAI, BẮC TỪ LIÊM!",104,Bắc Từ Liêm,Hà Nội,58 m²,13 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,20/09/2024,"🔥 **HÀNG HIẾM - BẤT ĐỘNG SẢN SIÊU HOT TẠI VĂN TRÌ, MINH KHAI, BẮC TỪ LIÊM!** 🔥",https://batdongsan.vn/hang-hiem-bat-dong-san-sieu-hot-tai-minh-khai-bac-tu-liem-r119898
119899,"N24- Nhà Chính Chủ  HXH Nguyễn Trọng Tuyển , P15, PHÚ NHUẬN - 52M² - 4 TẦNG BTCT  - 7.3 TỶ",Nguyễn Trọng Tuyển,Phú Nhuận,Hồ Chí Minh,52 m²,7 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,20/09/2024,"Nhà Bán Hẻm 108/  Thích Quảng Đức 53m2 ,  3 Tầng - NỞ HẬU TÀI LỘC , HẺM 3M , 4PN 5WC , BAN CÔNG THOÁNG MÁT",https://batdongsan.vn/n24-nha-chinh-chu-hxh-nguyen-trong-tuyen-p15-phu-nhuan-52m2-4-tang-btct-73-ty-r119899
119900,"Nhà Đẹp 4 Tầng, dt 3.1x10– Hẻm Thông Đường Nguyễn Tiểu La Q10, Vị Trí Đẹp, Chỉ 5.8 Tỷ",Nguyễn Tiểu La,Quận 10,Hồ Chí Minh,31 m²,5 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,20/09/2024,"Nhà Đẹp 4 Tầng, dt 3.1x10– Hẻm Thông Đường Nguyễn Tiểu La Q10, Vị Trí Đẹp, Chỉ 5.8 Tỷ",https://batdongsan.vn/nha-dep-4-tang-dt-31x10-hem-thong-duong-nguyen-tieu-la-q10-vi-tri-dep-chi-58-ty-r119900
119901,"😍SIÊU PHẨM - 4x12 - 3 TẦNG - HẺM Ô TÔ - SỔ VUÔNG - HOÀN CÔNG ĐỦ - CHỈ 4.X TỶ 💵💵+Chỉ 70tr/1m2,",lê đình cẩn,Bình Tân,Hồ Chí Minh,48 m²,4 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,4 phòng,,20/09/2024,😍SIÊU PHẨM - 4x12 - 3 TẦNG - HẺM Ô TÔ - SỔ VUÔNG - HOÀN CÔNG ĐỦ - CHỈ 4.X TỶ,https://batdongsan.vn/sieu-pham-4x12-3-tang-hem-o-to-so-vuong-hoan-cong-du-chi-4x-ty-chi-70tr1m2-r119901
119903,"💥Bán nhà đường Nguyễn Văn Luông, P.12, Q.6, Hẻm 6m thông, 5mx9m, 3 tầng, Giá 5.3 tỷ",Nguyễn Văn Luông,Quận 6,Hồ Chí Minh,45 m²,5 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,5 phòng,3 phòng,20/09/2024,+ Hẻm 6m to đẹp. Xe 7 chỗ tránh nhau. Có thể vừa ở vừa kinh doanh.,https://batdongsan.vn/ban-nha-duong-nguyen-van-luong-p12-q6-hem-6m-thong-5mx9m-3-tang-gia-53-ty-r119903
119904,BÁN TT ĐẸP HỒ TÙNG MẬU TRUNG TÂM CẦU GIẤY - NGÕ OTO ĐỖ TRƯỚC CỬA - 2PN - NHÀ ĐẸP KHÁCH MUA VỀ Ở,Hồ Tùng Mậu,Cầu Giấy,Hà Nội,70 m²,3 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,20/09/2024,BÁN TT HỒ TÙNG MẬU TRUNG TÂM CÀU GIẤY - NGÕ OTO ĐỖ TRƯỚC CỬA - 2PN - NHÀ ĐẸP KHÁCH MUA VỀ Ở NGAY,https://batdongsan.vn/ban-tt-dep-ho-tung-mau-trung-tam-cau-giay-ngo-oto-do-truoc-cua-2pn-nha-dep-khach-mua-ve-o-r119904
119905,"PHÂN LÔ QUÂN ĐỘI - Ô TÔ CHẠY QUA 48,6M2 - FULL NỘI THẤT - NHÀ ĐẸP - GẦN PHỐ - 10.8 TỶ - 034 888",Vương Thừa Vũ,Thanh Xuân,Hà Nội,49 m²,10 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,5 phòng,3 phòng,20/09/2024,* Mô tả: Nhà đã hoàn thiện xong.,https://batdongsan.vn/phan-lo-quan-doi-o-to-chay-qua-486m2-full-noi-that-nha-dep-gan-pho-108-ty-034-888-r119905
119907,"HIÊM - BỒ ĐỀ- 10M RA PHỐ, GẦN HỒ- DÂN XÂY- Ô CHƠ THANG MÁY 55M CHỈ HƠN 9TY",15,Cầu Giấy,Hà Nội,55 m²,9 tỷ 550 triệu,Sổ đỏ/ Sổ hồng,,,20/09/2024,HIẾM - BỒ ĐỀ - 10M RA HỒ - DÂN XÂY - Ô CHỜ THANG MÁY.,https://batdongsan.vn/hiem-bo-de-10m-ra-pho-gan-ho-dan-xay-o-cho-thang-may-55m-chi-hon-9ty-r119907
119910,Mua Nhà giá rẻ quận 8 Tạ Quang Bửu 48m2  2 tầng phường 2 3pn 2wc,Tạ Quang Bửu,Quận 8,Hồ Chí Minh,48 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,"Mua Nhà giá rẻ quận 8Tạ Quang Bửu ngang 5,2m 48m2 2 tầng phường 2 3pn 2wc",https://batdongsan.vn/mua-nha-gia-re-quan-8-ta-quang-buu-48m2-2-tang-phuong-2-3pn-2wc-r119910
119911,Mua nhà giá rẻ quận 8 52m2 3pn mặt tiền kinh doanh đỉnh Đào Cam Mộc,Đào Cam Mộc,Quận 8,Hồ Chí Minh,52 m²,7 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,Mua nhà giá rẻ quận 8 52m2 3pn mặt tiền kinh doanh đỉnh Đào Cam Mộc phường 4,https://batdongsan.vn/mua-nha-gia-re-quan-8-52m2-3pn-mat-tien-kinh-doanh-dinh-dao-cam-moc-r119911
119912,Ngang 4.7 x 20 đúc 3 tấm Q4 dưới 60  triệu m,15B,Quận 1,Hồ Chí Minh,94 m²,6 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,20/09/2024,Ngang 4.7 x 20 đúc 3 tấm Q4 dưới 60 triệu m,https://batdongsan.vn/ngang-47-x-20-duc-3-tam-q4-duoi-60-trieu-m-r119912
119913,"Biệt thự Q4 Ngang 7.5 x 16 mDIỆN TÍCH ĐẤT 103 M2DIỆN TÍCH ĐẤT CÔNG NHẬN 2O4 M2GIÁ BÁN CÒN",Tôn Đản,Quận 4,Hồ Chí Minh,204 m²,7 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,20/09/2024,Biệt thự Q4 Ngang 7.5 x 16 m,https://batdongsan.vn/biet-thu-q4-ngang-75-x-16-m-dien-tich-dat-103-m2-dien-tich-dat-cong-nhan-2o4-m2-gia-ban-con-r119913
119914,"Mặt tiền căn góc Ngang 3.7 x nở 4m Dài5.2 m, Đúc 5 tấm chỉ 3 tỷ Q4Hẻm 4 m thông thẳng 1 trục",Xóm Chiếu,Quận 4,Hồ Chí Minh,20 m²,3 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,20/09/2024,"Mặt tiền căn góc Ngang 3.7 x nở 4m Dài5.2 m, Đúc 5 tấm chỉ 3 tỷ Q4",https://batdongsan.vn/mat-tien-can-goc-ngang-37-x-no-4m-dai52-m-duc-5-tam-chi-3-ty-q4-hem-4-m-thong-thang-1-truc-r119914
119915,HẺM NHỰA 8M THÔNG - SÁT AEON T.ÂN P.HÚ - 4 TẦNG MỚI ĐẸP - DT 65M2 (4×16) - Chỉ 6°°T.Ỷ  Gọi ngay :,5,Bình Tân,Hồ Chí Minh,64 m²,6 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,20/09/2024,💥 HẺM NHỰA 8M THÔNG - SÁT AEON T.ÂN P.HÚ - 4 TẦNG MỚI ĐẸP - DT 65M2 (4×16) - Chỉ 6°°T.Ỷ💵,https://batdongsan.vn/hem-nhua-8m-thong-sat-aeon-tan-phu-4-tang-moi-dep-dt-65m2-416-chi-6ty-goi-ngay-r119915
